Marijuana_Arrest Type,Adult/Juvenile,Arrest Year,Arrest Date,Arrest Time,CCN,Age,Offense Location District,Offense Location PSA,Offense Location Block GEOX,Offense Location Block GEOY,Defendant PSA,Defendant District,Defendant Race,Defendant Ethnicity,Defendant Sex,Arrest Category,Charge Description,Arrest Location Block Address,Arrest Location Block GeoX,Arrest Location Block GeoY
Possession,Adult,2013,9/16/13,15:30:00,b'_4h\xe2WM\x1a',38,5D,506,399200,137700,107,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,NEW YORK AVE NE / NORTH CAPITOL ST NE,399200,137700
Possession with intent to distribute,Adult,2013,9/16/13,18:17:00,b'\xcfh\xb6\xe0\xbe\xe1\xaf',28,5D,507,402000,136700,507,5D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,700 BLOCK OF 19TH ST NE,402000,136700
Possession,Adult,2013,9/16/13,19:55:00,b'\xeao\xf7\x85\xb7\x8fx',20,6D,603,405400,135800,604,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4500 BLOCK OF BENNING RD NE,405400,135800
Possession,Adult,2013,9/16/13,21:07:00,b'\xea\xa4-jA\x02\x89',50,5D,507,401700,137000,502,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF MARYLAND AVE NE,401700,137000
Possession with intent to distribute,Adult,2013,9/17/13,15:50:00,b'T\x93\xf2\x13\xc1\xcfL',23,7D,704,402200,131500,704,7D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,3200 BLOCK OF 21ST ST SE,402200,131500
Possession with intent to distribute,Adult,2013,9/17/13,19:21:00,b'\x1ax\x90\x8d;\x0fL',38,6D,608,406700,136200,708,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF 54TH ST NE,406700,136200
Possession,Adult,2013,9/17/13,19:51:00,b'\x91hj?\xdd\x93\xa2',43,6D,608,407600,136000,604,6D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,62ND ST NE / BANKS PL NE,407600,136000
Possession,Adult,2013,9/17/13,22:05:00,b'\xfa\xa4\xdd\xd7\xae\xdd\xec',21,6D,601,403800,136400,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3400 BLOCK OF EADS ST NE,403700,136400
Possession,Adult,2013,9/17/13,22:45:00,b'\xe1FB\xba\xac\xf9$',44,3D,308,398600,138000,301,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF NEW JERSEY AVE NW,398600,138000
Possession,Adult,2013,9/18/13,0:15:00,b'9\xe5\xef\xc8\xf7\x8ei',25,1D,104,400000,137200,505,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,400 BLOCK OF K ST NE,400000,137200
Possession with intent to distribute,Adult,2013,9/18/13,17:16:00,b'e\xd4z]s\xe9\xe1',34,5D,507,402100,137000,708,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,800 BLOCK OF 19TH ST NE,402100,137000
Possession with intent to distribute,Adult,2013,9/18/13,18:07:00,b'Z\xe6\xf3\x11\x01\x04w',24,7D,703,400700,132900,701,7D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,2300 BLOCK OF SHANNON PL SE,400700,132900
Possession,Adult,2013,9/18/13,18:10:00,b'P\xe5P\x8c\x99\x82E',18,6D,604,405900,134300,604,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4600 BLOCK OF HILLSIDE RD SE,405900,134300
Possession,Adult,2013,9/18/13,18:22:00,b'\xe0\x8a\xa7f\x91\xc2\xfb',21,5D,507,401600,136900,,,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1500 BLOCK OF BENNING RD NE,401600,136900
Distribution,Adult,2013,9/18/13,19:17:00,b'C\xadG\xafj$\xf5',23,6D,601,404400,137200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,3600 BLOCK OF HAYES ST NE,404200,137700
Possession,Adult,2013,9/18/13,19:20:00,b'\xf2\xc0\x97\xb3\x9eZ\xa7',30,6D,601,404500,137300,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF HAYES ST NE,404500,137300
Possession,Adult,2013,9/18/13,20:55:00,b'\xd4d\xcf\x11\x98\x9a\xa9',27,4D,402,397100,144600,203,2D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6500 BLOCK OF 14TH ST NW,397100,144600
Possession with intent to distribute,Adult,2013,9/18/13,22:42:00,b'8:b\xac=\x08=',40,5D,507,401600,136200,507,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1600 BLOCK OF C ST SE,401600,136200
Possession,Adult,2013,9/19/13,0:25:00,b'\x1fN\x94\xe2\x08\xc0\xdd',23,3D,307,397700,137700,307,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF N ST NW,397700,137700
Possession,Adult,2013,9/19/13,16:15:00,b'R\xab\xc9_\xf2L\r',24,5D,507,402100,137200,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1900 BLOCK OF I ST NE,402100,137200
Possession,Adult,2013,9/19/13,17:44:00,b's\x82\xcd\x89\xd9\x7f\xaa',42,4D,403,397700,143100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF KENNEDY ST NW,397700,143100
Possession,Adult,2013,9/19/13,17:55:00,b'\x15\xd1HdD\xc5V',29,5D,506,402000,138200,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF BLADENSBURG RD NE,402000,138200
Possession,Adult,2013,9/19/13,18:03:00,b'Q\x13.U\x92\xc7\xeb',53,5D,506,401600,137500,506,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF HOLBROOK ST NE,401600,137500
Possession,Adult,2013,9/19/13,18:03:00,b'Q\x13.U\x92\xc7\xeb',60,5D,506,401600,137500,104,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF HOLBROOK ST NE,401600,137500
Possession,Adult,2013,9/19/13,19:47:00,b'\xba&\xf3\x92\x11\xda2',28,7D,708,399800,128700,708,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4300 BLOCK OF LIVINGSTON RD SE,399800,128700
Possession,Adult,2013,9/19/13,20:25:00,b'a\xdd6\xf6hY%',29,4D,407,397900,141000,402,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,3700 BLOCK OF NEW HAMPSHIRE AVE NW,397900,141000
Possession,Adult,2013,9/19/13,21:50:00,b'\x86ce(\x1dQ%',36,3D,305,397800,138800,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,U ST NW / VERMONT AVE NW,397800,138800
Possession with intent to distribute,Adult,2013,9/19/13,23:18:00,b'so\xe1\xdfZ\xa9\xa7',51,2D,208,395700,137900,,,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1400 BLOCK OF 23RD ST NW,395700,137900
Possession,Adult,2013,9/20/13,1:24:00,b'A\x92$z~\x8b\xc8',19,5D,507,402000,136800,507,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF BENNING RD NE,402000,136800
Possession,Adult,2013,9/20/13,3:15:00,b'l\x9a\x1a\x1d\xcd\x04k',22,1D,104,399800,137200,Out of State,Out of State,U,U ,F,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF K ST NE,399800,137200
Possession,Adult,2013,9/20/13,4:19:00,b'l\x9a\x1a\x1d\xcd\x04k',38,1D,104,399800,137200,Out of State,Out of State,W ,N ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF K ST NE,399800,137200
Possession,Adult,2013,9/20/13,16:25:00,b'Wy4\x96s\xb3\xef',53,4D,404,397800,141300,409,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4100 BLOCK OF GEORGIA AVE NW,397800,141500
Possession,Adult,2013,9/20/13,18:20:00,b'o\x16\x93\xbd\xbfib',21,4D,403,398200,143000,403,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF JEFFERSON ST NW,398200,143000
Possession,Adult,2013,9/20/13,18:20:00,b'o\x16\x93\xbd\xbfib',21,4D,403,398200,143000,,,B ,N ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF JEFFERSON ST NW,398200,143000
Possession,Adult,2013,9/20/13,18:50:00,b'\xe5N+\xb62\x16\xe7',63,1D,103,398700,136500,103,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,3RD ST NW / E ST NW,398700,136500
Possession,Adult,2013,9/20/13,19:43:00,b'\xd0U\xe1\x8f\xd2\xd8\xad',32,7D,701,401300,132400,701,7D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF PITTS PL SE,401300,132400
Possession,Adult,2013,9/20/13,19:43:00,b'\xd0U\xe1\x8f\xd2\xd8\xad',51,7D,701,401300,132400,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF PITTS PL SE,401300,132400
Possession,Adult,2013,9/20/13,21:12:00,b'\x93\xd0\xfbJ\xa5\xf6\xd8',32,3D,303,396500,139700,407,4D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF COLUMBIA RD NW,396500,139700
Possession with intent to distribute,Adult,2013,9/20/13,22:36:00,b'\xcc:\xb8:?\xef\xfa',39,5D,507,401800,137500,507,5D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1100 BLOCK OF 17TH ST NE,401800,137500
Possession,Adult,2013,9/20/13,22:36:00,b'\xcc:\xb8:?\xef\xfa',47,5D,507,401800,137500,102,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF 17TH ST NE,401800,137500
Possession,Adult,2013,9/20/13,22:36:00,b'\xcc:\xb8:?\xef\xfa',53,5D,507,401800,137500,507,5D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF 17TH ST NE,401800,137500
Possession,Adult,2013,9/20/13,23:34:00,b'\xd2g\xc1\xa8\xab\x94\xc4',24,2D,207,397200,137300,602,6D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF L ST NW,397200,137300
Possession,Adult,2013,9/20/13,23:34:00,b'\xd2g\xc1\xa8\xab\x94\xc4',24,2D,207,397200,137300,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF L ST NW,397200,137300
Possession,Adult,2013,9/21/13,0:11:00,b'\xd9E\xca\xbf|\xbft',48,4D,403,397300,143600,402,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1300 BLOCK OF NICHOLSON ST NW,397300,143600
Possession with intent to distribute,Adult,2013,9/21/13,8:22:00,b'6@\x15\x1a\x83\xf9\xec',21,3D,302,397100,140200,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3100 BLOCK OF 14TH ST NW,397100,140200
Possession,Adult,2013,9/21/13,13:41:00,b'}\xcb\xcbR`\x16\\',22,5D,505,401900,138800,406,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,MONTANA AVE NE / NEW YORK AVE NE,401900,138800
Possession,Adult,2013,9/21/13,19:42:00,b'\xe3\x00\xc8d@U\xcf',21,1D,106,399800,134600,104,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF 3RD ST SW,399800,134600
Possession,Adult,2013,9/21/13,20:29:00,b'l\x85\xf8 \xc6\xc6^',21,5D,507,401800,137000,102,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF MARYLAND AVE NE,401800,137000
Possession with intent to distribute,Adult,2013,9/21/13,22:50:00,b'\x1eu\xb4z\x9f\xe6\x91',20,5D,503,402900,139600,608,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3100 BLOCK OF BERRY RD NE,403200,139800
Possession with intent to distribute,Adult,2013,9/21/13,22:54:00,b'k@\xf4_\xbdd\x82',26,5D,503,403200,139800,503,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3100 BLOCK OF BERRY RD NE,403200,139800
Possession,Adult,2013,9/22/13,2:00:00,"b""/\x16\xdb;\xbd'\xab""",23,2D,207,397200,137100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1400 BLOCK OF K ST NW,397200,137100
Possession with intent to distribute,Adult,2013,9/22/13,18:00:00,b'\xd3Ua\x1bTy\xa6',18,6D,603,403900,135700,603,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF EAST CAPITOL ST SE,403900,135700
Possession with intent to distribute,Adult,2013,9/22/13,18:00:00,b'\xd3Ua\x1bTy\xa6',18,6D,603,403900,135700,608,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF EAST CAPITOL ST SE,403900,135700
Possession with intent to distribute,Adult,2013,9/22/13,18:00:00,b'\xd3Ua\x1bTy\xa6',19,6D,603,403900,135700,Out of State,Out of State,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3500 BLOCK OF EAST CAPITOL ST SE,403900,135700
Possession,Adult,2013,9/22/13,21:55:00,b'\xf2\xe2\x85\xd3\x8a<Y',36,3D,307,397700,137300,604,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1100 BLOCK OF MASSACHUSETTS AVE NW,397700,137300
Possession,Adult,2013,9/23/13,0:15:00,b'\xb2\x1f\x95B]\xc0q',51,6D,607,401900,133600,701,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF Q ST SE,401900,133600
Possession,Adult,2013,9/23/13,5:18:00,b'\xcd\x0e\xb3l\xe4\x98\xa8',23,7D,703,400200,132700,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,FIRTH STERLING AVE SE / SUITLAND PKWY SE,400200,132700
Possession,Adult,2013,9/24/13,16:20:00,b'\xf7\n_\xd2\xf3\xe7Y',19,4D,406,400000,144000,505,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,6100 BLOCK OF EASTERN AVE NE,400000,144000
Possession,Adult,2013,9/24/13,16:44:00,b'\xa2\xca\xe6\xf3\xbd\x02#',31,5D,507,402200,136600,702,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2000 BLOCK OF GALES ST NE,402200,136600
Possession with intent to distribute,Adult,2013,9/24/13,17:27:00,b'Rc\xd3\x05\xc7U\x88',52,6D,607,401900,133700,304,3D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF P ST SE,401900,133700
Possession with intent to distribute,Adult,2013,9/24/13,17:27:00,b'Rc\xd3\x05\xc7U\x88',53,6D,607,401900,133700,302,3D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,1800 BLOCK OF P ST SE,401900,133700
Possession,Adult,2013,9/24/13,18:38:00,b'\xf1\x0fD\xe6\x1d\x96\x01',21,7D,701,401100,132500,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2200 BLOCK OF BRYAN PL SE,401100,132500
Possession with intent to distribute,Adult,2013,9/24/13,19:20:00,b'X\x07m\x85\xcd\xf5\x11',20,6D,604,406400,135200,601,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF 53RD ST SE,406400,135200
Possession,Adult,2013,9/24/13,20:00:00,b'\x1d lM\xd0\x91\x13',27,1D,102,398400,136700,505,5D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5TH ST NW / G ST NW,398400,136700
Possession with intent to distribute,Adult,2013,9/24/13,21:50:00,b'\x06E\x10\xc0\xeeH=',30,7D,707,400000,130700,608,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF PARKLAND PL SE,400000,130700
Possession with intent to distribute,Adult,2013,9/24/13,21:50:00,b'\x06E\x10\xc0\xeeH=',32,7D,707,400000,130700,707,7D,U,U ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF PARKLAND PL SE,400000,130700
Possession,Juvenile,2013,9/24/13,Juvenile,Juvenile,Juvenile,6D,604,Juvenile,Juvenile,604,6D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession,Adult,2013,9/25/13,1:28:00,b'\xc1\xec:n\x10\x9cV',35,6D,607,402300,134000,603,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,2300 BLOCK OF PENNSYLVANIA AVE SE,402300,134000
Possession,Adult,2013,9/25/13,2:15:00,b'\xc0\x8f28c$\\',38,4D,402,397700,143800,602,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5900 BLOCK OF 9TH ST NW,397700,143800
Possession,Adult,2013,9/25/13,2:36:00,b'\x1fHQ\xa3SK\x82',23,2D,207,396600,137000,708,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,800 BLOCK OF 17TH ST NE,396600,137000
Possession,Adult,2013,9/25/13,3:52:00,b'7N\x87\xcb\xbb\x0b\xe3',21,7D,704,402300,130700,108,1D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF BRANCH AVE SE,403500,132300
Possession,Adult,2013,9/25/13,15:25:00,b'\xff|u0\x19\xf7\x0f',36,5D,507,401600,136500,,,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF E ST NE,401600,136500
Possession,Adult,2013,9/25/13,16:45:00,b'\xb5\x9c\xa1y\x8f\xd5\xe2',22,1D,103,399400,136500,,,W ,N ,F,Narcotics,Ucsa Possession Marijuana,COLUMBUS CIR NE / LOUISIANA AVE NE,399400,136500
Possession,Adult,2013,9/25/13,17:37:00,b'>mYk\x0e\xf7\x04',24,6D,604,406800,135400,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5500 BLOCK OF CENTRAL AVE SE,406800,135400
Possession,Adult,2013,9/25/13,17:54:00,b'\xd6V\xd8\x0c\xbc\xd6=',33,6D,608,406600,136300,608,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5300 BLOCK OF DIX ST NE,406600,136300
Possession with intent to distribute,Adult,2013,9/25/13,18:11:00,"b""\x93f'!\xba)\xce""",21,5D,505,401200,138300,506,5D,B ,N ,M,Narcotics,Poss W/i To Dist Marijuana-misd,1800 BLOCK OF CENTRAL PL NE,401300,138200
Possession,Adult,2013,9/25/13,18:23:00,"b""\x9a|\xc3'\xc4$\xf4""",23,5D,502,399900,139600,607,6D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF EVARTS ST NE,399800,139600
Distribution,Adult,2013,9/25/13,18:50:00,b'1\xbc\nT\x82T\x94',40,7D,701,401600,132800,703,7D,B ,N ,M,Narcotics,Distribution Of Marijuana-misd,1600 BLOCK OF W ST SE,401600,132800
Possession,Adult,2013,9/25/13,18:50:00,b'1\xbc\nT\x82T\x94',52,7D,701,401600,132800,708,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1600 BLOCK OF W ST SE,401600,132800
Possession,Adult,2013,9/25/13,22:13:00,b'\x84~S\xb7\x10\xf8\xf7',26,5D,504,400500,139400,Out of State,Out of State,B ,N ,F,Narcotics,Ucsa Possession Marijuana,900 BLOCK OF RHODE ISLAND AVE NW,400500,139400
Possession,Adult,2013,9/26/13,1:27:00,b'\x8c\x88^\x0b\xcb\x0b\xb5',19,3D,301,396600,138900,602,6D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF FLORIDA AVE NW,396600,138900
Possession,Adult,2013,9/26/13,1:27:00,b'\x8c\x88^\x0b\xcb\x0b\xb5',20,3D,301,396600,138900,303,3D,U,H ,F,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF FLORIDA AVE NW,396600,138900
Possession,Adult,2013,9/26/13,1:27:00,b'\x8c\x88^\x0b\xcb\x0b\xb5',20,3D,301,396600,138900,,,U,H ,F,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF FLORIDA AVE NW,396600,138900
Possession,Adult,2013,9/26/13,1:27:00,b'\x8c\x88^\x0b\xcb\x0b\xb5',21,3D,301,396600,138900,303,3D,U,H ,M,Narcotics,Ucsa Possession Marijuana,1700 BLOCK OF FLORIDA AVE NW,396600,138900
Possession,Adult,2013,9/26/13,1:58:00,b'\xd9\r\xf8\x04\xc5k/',24,1D,103,399200,137600,502,5D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,1200 BLOCK OF NORTH CAPTIOL ST NW,399200,137600
Possession,Adult,2013,9/26/13,17:49:00,b'K!\xb6W0\xa7\x9b',57,7D,701,402000,133300,107,1D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,1900 BLOCK OF T ST SE,402000,133300
Possession,Adult,2013,9/26/13,18:30:00,b'\xbe\xd5\xe1\xeb\xb9\x18\\',28,3D,306,398100,139400,405,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,600 BLOCK OF HOWARD PL NW,398100,139400
Possession,Adult,2013,9/26/13,21:42:00,b'\xd3A\xc7V\t\x94\x07',29,4D,406,399000,143300,406,4D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,5600 BLOCK OF 1ST ST NW,399000,143300
Possession with intent to distribute,Adult,2013,9/26/13,23:40:00,b'n\x183t\xac);',28,2D,207,395500,137100,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,900 BLOCK OF 24TH ST NW,395500,137100
Possession with intent to distribute,Adult,2013,9/27/13,0:35:00,b'\x06E\x10\xc0\xeeH=',31,7D,707,400000,130700,707,7D,B ,N ,F,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF PARKLAND PL SE,400000,130700
Possession with intent to distribute,Adult,2013,9/27/13,3:15:00,b'\xcd\x94\xa8\x7fP\xdc\x8c',40,7D,702,402600,132500,706,7D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,25TH ST SE / SKYLAND PL SE,402600,132500
Possession with intent to distribute,Adult,2013,9/27/13,13:52:00,b'\xe8\xbf?\x92=\xc5\xc2',24,6D,606,403800,132900,606,6D,B ,U ,M,Narcotics,Ucsa Pwid Marijuana,3600 BLOCK OF ALABAMA AVE SE,403800,132900
Possession,Adult,2013,9/27/13,16:03:00,b':\xc7\x0b\x0e\x8cJ\\',23,6D,604,406200,135000,704,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,5100 BLOCK OF QUEENS STROLL PL SE,406200,135000
Distribution,Adult,2013,9/27/13,17:59:00,b'\xc3y:\xd5\xd9\xabN',34,7D,703,400400,132400,406,4D,B ,N ,M,Narcotics,Ucsa Distributing Marijuana,2600 BLOCK OF MARTIN LUTHER KING JR AVE SE,400400,132400
Distribution,Adult,2013,9/27/13,17:59:00,b'\xc3y:\xd5\xd9\xabN',35,7D,703,400400,132400,701,7D,B ,U ,M,Narcotics,Ucsa Distributing Marijuana,2600 BLOCK OF MARTIN LUTHER KING JR AVE SE,400400,132400
Possession,Adult,2013,9/27/13,21:19:00,b'\xa6\xda\xf8o\x9aX?',54,5D,507,402100,137300,506,5D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2000 BLOCK OF MARYLAND AVE NE,402100,137300
Possession,Adult,2013,9/28/13,1:52:00,b'\xfa\xda\xda\xf3%\xce@',31,5D,506,401300,138500,703,7D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1900 BLOCK OF FENWICK ST NE,401300,138500
Possession,Adult,2013,9/28/13,2:56:00,b'\x9f\xb7\xe1uY\xe2\xd7',29,2D,208,396400,137600,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1200 BLOCK OF CONNECTICUT AVE NW,396400,137600
Possession,Adult,2013,9/28/13,19:07:00,b'h}\xd8)o\xfct',20,4D,405,400000,142800,405,4D,B ,N ,F,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF GALLOWAY ST NE,400000,142800
Possession,Adult,2013,9/28/13,19:07:00,b'h}\xd8)o\xfct',21,4D,405,400000,142800,405,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF GALLOWAY ST NE,400000,142800
Possession,Adult,2013,9/28/13,19:07:00,b'h}\xd8)o\xfct',28,4D,405,400000,142800,405,4D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,300 BLOCK OF GALLOWAY ST NE,400000,142800
Possession with intent to distribute,Adult,2013,9/28/13,22:11:00,b'o\xa4p\x82\x8c\xc0\x01',26,3D,308,398700,137600,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Pwid Marijuana,MORGAN ST NW / NEW JERSEY AVE NW,398700,137600
Possession,Adult,2013,9/28/13,23:00:00,"b""\xf9\x9c4\xb8\xec';""",27,5D,503,402400,139100,Out of State,Out of State,W ,U ,M,Narcotics,Ucsa Possession Marijuana,2100 BLOCK OF QUEENS CHAPEL RD NE,402400,139100
Possession,Adult,2013,9/28/13,23:45:00,b'\xef5\x02hk\xa3\x89',23,3D,303,396500,139500,303,3D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,2500 BLOCK OF ONTARIO RD NW,396500,139500
Possession,Juvenile,2013,9/29/13,Juvenile,Juvenile,Juvenile,7D,708,Juvenile,Juvenile,707,7D,Juvenile,Juvenile,Juvenile,Narcotics,Ucsa Possession Marijuana,Juvenile,Juvenile,Juvenile
Possession,Adult,2013,10/1/13,0:58:00,b'\x17\x92\x13\x02\xa6\xe6Y',24,6D,608,405300,136000,307,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,4400 BLOCK OF BENNING RD NE,405300,136000
Possession,Adult,2013,10/1/13,17:19:00,b'\xb7\xa9\x9b\xa3\x91\xae\xcc',20,6D,605,403000,134300,108,1D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,M ST SE / MINNESOTA AVE SE,403000,134300
Possession,Adult,2013,10/1/13,17:19:00,b'\xb7\xa9\x9b\xa3\x91\xae\xcc',23,6D,605,403000,134300,701,7D,B ,N ,M,Narcotics,Ucsa Poss Marijuana,M ST SE / MINNESOTA AVE SE,403000,134300
Possession,Adult,2013,10/1/13,17:21:00,b'\x19Q\xeb\xa2*\x94\xfe',26,7D,701,401900,133100,701,7D,B ,U ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF GOOD HOPE RD SE,401900,133100
Possession,Adult,2013,10/1/13,17:21:00,b'\x19Q\xeb\xa2*\x94\xfe',33,7D,701,401900,133100,104,1D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1800 BLOCK OF GOOD HOPE RD SE,401900,133100
Possession,Adult,2013,10/1/13,17:26:00,b'V\xfe\xe9\x92sS\xa0',23,1D,106,401200,134400,Out of State,Out of State,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF 14TH ST SE,401200,134400
Possession,Adult,2013,10/1/13,17:26:00,b'V\xfe\xe9\x92sS\xa0',25,1D,106,401200,134400,306,3D,B ,N ,M,Narcotics,Ucsa Possession Marijuana,1000 BLOCK OF 14TH ST SE,401200,134400
Possession with intent to distribute,Adult,2013,10/1/13,18:35:00,b'\x8e\xf55\x94\xcdn}',18,2D,202,392800,142400,201,2D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,4200 BLOCK OF BRANDYWINE ST NW,392800,142400
Possession with intent to distribute,Adult,2013,10/1/13,18:50:00,b'\xd5E\x94 \xdc\xb7\x95',23,6D,603,404000,135300,507,5D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF ANACOSTIA RD SE,404000,135300
Possession with intent to distribute,Adult,2013,10/1/13,18:53:00,b'y\xcd#3Bz\xfc',42,6D,603,404000,135300,603,6D,B ,N ,M,Narcotics,Ucsa Pwid Marijuana,300 BLOCK OF ANACOSTIA RD SE,404000,135300
